date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_2_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_8_raw,smart_9_raw,smart_10_raw,smart_12_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_196_raw,smart_197_raw,smart_199_raw
2019-12-31,PL1331LAHBGP5H,HGST HMS5C4040BLE640,4000787030016,0,0.0,97.0,440.0,7.0,0.0,0.0,42.0,25523.0,0.0,7.0,154.0,154.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGP8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,433.0,9.0,0.0,0.0,42.0,25128.0,0.0,9.0,304.0,304.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,424.0,8.0,0.0,0.0,42.0,25129.0,0.0,8.0,408.0,408.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPEH,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,556.0,15.0,0.0,0.0,42.0,24344.0,0.0,14.0,170.0,170.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPGH,HGST HMS5C4040BLE640,4000787030016,0,0.0,96.0,429.0,7.0,0.0,0.0,42.0,25132.0,0.0,7.0,393.0,393.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPLH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,540.0,20.0,0.0,0.0,43.0,21998.0,0.0,20.0,20.0,20.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPNH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,434.0,6.0,0.0,0.0,42.0,31248.0,0.0,6.0,347.0,347.0,27.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPSH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,0.0,4.0,0.0,0.0,42.0,31074.0,0.0,4.0,4.0,4.0,25.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPTH,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,566.0,23.0,0.0,0.0,42.0,21997.0,0.0,23.0,23.0,23.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPVH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,443.0,5.0,0.0,0.0,42.0,31080.0,0.0,5.0,214.0,214.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPWH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,404.0,7.0,0.0,0.0,42.0,25131.0,0.0,7.0,296.0,296.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGPZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,112.0,437.0,6.0,0.0,0.0,42.0,24944.0,0.0,6.0,373.0,373.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR0H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,479.0,34.0,0.0,0.0,43.0,21875.0,0.0,34.0,269.0,269.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR1H,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,427.0,9.0,0.0,0.0,42.0,25128.0,0.0,9.0,301.0,301.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,430.0,5.0,0.0,0.0,42.0,25127.0,0.0,5.0,398.0,398.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR3H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,429.0,5.0,0.0,0.0,43.0,31241.0,0.0,5.0,425.0,425.0,27.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR7H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,431.0,6.0,0.0,0.0,44.0,25134.0,0.0,6.0,319.0,319.0,34.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGR8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,432.0,9.0,0.0,0.0,42.0,25131.0,0.0,9.0,363.0,363.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,536.0,10.0,0.0,0.0,42.0,25805.0,0.0,10.0,430.0,430.0,33.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRDH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,0.0,3.0,0.0,0.0,41.0,31080.0,0.0,3.0,372.0,372.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGREH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,561.0,28.0,0.0,0.0,42.0,21872.0,0.0,27.0,547.0,547.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRGH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,420.0,5.0,0.0,0.0,42.0,25910.0,0.0,5.0,341.0,341.0,25.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRJH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,439.0,5.0,0.0,0.0,42.0,25910.0,0.0,5.0,5.0,5.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRKH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,429.0,7.0,0.0,0.0,42.0,25127.0,0.0,7.0,313.0,313.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRLH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,439.0,5.0,0.0,0.0,42.0,25133.0,0.0,5.0,384.0,384.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRRH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,425.0,7.0,0.0,0.0,42.0,25130.0,0.0,7.0,426.0,426.0,29.0,0.0,0.0,3.0
2019-12-31,PL1331LAHBGRUH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,0.0,4.0,0.0,0.0,43.0,31072.0,0.0,4.0,367.0,367.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRVH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,425.0,8.0,0.0,0.0,42.0,25136.0,0.0,8.0,397.0,397.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRWH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,435.0,6.0,0.0,0.0,42.0,25922.0,0.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRXH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,427.0,7.0,0.0,0.0,42.0,25132.0,0.0,7.0,403.0,403.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRYH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,445.0,9.0,0.0,0.0,42.0,32042.0,0.0,9.0,456.0,456.0,25.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGRZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,428.0,9.0,0.0,0.0,43.0,25131.0,0.0,9.0,303.0,303.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS0H,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,442.0,6.0,0.0,0.0,43.0,25140.0,0.0,6.0,378.0,378.0,23.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS1H,HGST HMS5C4040BLE640,4000787030016,0,0.0,96.0,0.0,2.0,0.0,0.0,42.0,22610.0,0.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,440.0,8.0,0.0,0.0,42.0,25134.0,0.0,8.0,50.0,50.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS5H,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,536.0,9.0,0.0,0.0,42.0,25520.0,0.0,9.0,325.0,325.0,33.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS6H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,429.0,5.0,0.0,0.0,42.0,25913.0,0.0,5.0,5.0,5.0,27.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS7H,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,434.0,6.0,0.0,0.0,42.0,31081.0,0.0,6.0,227.0,227.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,422.0,7.0,0.0,0.0,42.0,25126.0,0.0,7.0,312.0,312.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGS9H,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,430.0,8.0,0.0,0.0,42.0,25134.0,0.0,8.0,309.0,309.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,506.0,10.0,0.0,0.0,42.0,25132.0,0.0,10.0,316.0,316.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSEH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,443.0,8.0,0.0,0.0,42.0,25134.0,0.0,8.0,55.0,55.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSJH,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,544.0,10.0,0.0,0.0,43.0,31249.0,0.0,10.0,335.0,335.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSLH,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,441.0,6.0,0.0,0.0,42.0,25140.0,0.0,6.0,308.0,308.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSMH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,535.0,10.0,0.0,0.0,42.0,25138.0,0.0,10.0,310.0,310.0,24.0,0.0,0.0,1.0
2019-12-31,PL1331LAHBGSRH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,0.0,4.0,0.0,0.0,42.0,31082.0,0.0,4.0,334.0,334.0,27.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSWH,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,0.0,4.0,0.0,0.0,42.0,31249.0,0.0,4.0,285.0,285.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSXH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,433.0,8.0,0.0,0.0,42.0,25040.0,0.0,8.0,313.0,313.0,37.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGSZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,536.0,10.0,0.0,0.0,42.0,26895.0,0.0,10.0,384.0,384.0,25.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT0H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,426.0,7.0,0.0,0.0,42.0,25127.0,0.0,7.0,314.0,314.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,535.0,25.0,0.0,0.0,42.0,25006.0,0.0,25.0,320.0,320.0,37.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT3H,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,433.0,8.0,0.0,0.0,42.0,25138.0,0.0,8.0,317.0,317.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT4H,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,423.0,7.0,0.0,0.0,42.0,25130.0,0.0,7.0,291.0,291.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT7H,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,0.0,3.0,0.0,0.0,42.0,31246.0,0.0,3.0,3.0,3.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGT8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,434.0,5.0,0.0,0.0,42.0,25128.0,0.0,5.0,386.0,386.0,28.0,0.0,0.0,0.0
2019-03-13,PL1331LAHBGT9H,HGST HMS5C4040BLE640,4000787030016,0,0.0,107.0,560.0,20.0,0.0,0.0,42.0,19284.0,0.0,19.0,630.0,630.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTDH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,563.0,15.0,0.0,0.0,42.0,24346.0,0.0,14.0,32.0,32.0,23.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTHH,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,440.0,6.0,0.0,0.0,42.0,25136.0,0.0,6.0,309.0,309.0,35.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTJH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,529.0,21.0,0.0,0.0,42.0,26249.0,0.0,21.0,419.0,419.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTKH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,543.0,46.0,0.0,0.0,42.0,31235.0,0.0,46.0,398.0,398.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTMH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,439.0,8.0,0.0,0.0,42.0,31247.0,0.0,8.0,358.0,358.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTPH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,422.0,7.0,0.0,0.0,42.0,25136.0,0.0,7.0,341.0,341.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTRH,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,567.0,15.0,0.0,0.0,41.0,24338.0,0.0,14.0,251.0,251.0,34.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTTH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,557.0,15.0,0.0,0.0,42.0,24339.0,0.0,14.0,250.0,250.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTWH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,433.0,9.0,0.0,0.0,42.0,25137.0,0.0,9.0,305.0,305.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTXH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,559.0,20.0,0.0,0.0,42.0,24344.0,0.0,20.0,645.0,645.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTYH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,433.0,5.0,0.0,0.0,42.0,25134.0,0.0,5.0,310.0,310.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGTZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,505.0,13.0,0.0,0.0,42.0,26719.0,0.0,13.0,324.0,324.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU1H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,530.0,21.0,0.0,0.0,42.0,25638.0,0.0,21.0,388.0,388.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU3H,HGST HMS5C4040BLE640,4000787030016,0,0.0,95.0,435.0,8.0,0.0,0.0,42.0,25136.0,0.0,8.0,369.0,369.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU4H,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,563.0,20.0,0.0,0.0,42.0,24342.0,0.0,20.0,638.0,638.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU5H,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,442.0,7.0,0.0,0.0,42.0,25126.0,0.0,7.0,322.0,322.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,549.0,20.0,0.0,0.0,42.0,24189.0,0.0,19.0,249.0,249.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGU9H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,437.0,8.0,0.0,0.0,42.0,25137.0,0.0,8.0,380.0,380.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGUAH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,561.0,15.0,0.0,0.0,42.0,24344.0,0.0,14.0,610.0,610.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGUBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,555.0,27.0,0.0,0.0,42.0,24178.0,0.0,27.0,27.0,27.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGUEH,HGST HMS5C4040BLE640,4000787030016,0,0.0,96.0,557.0,18.0,0.0,0.0,42.0,21999.0,0.0,17.0,473.0,473.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBGUGH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,553.0,24.0,0.0,0.0,42.0,24336.0,0.0,24.0,176.0,176.0,21.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ11H,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,538.0,13.0,0.0,0.0,42.0,31081.0,0.0,13.0,372.0,372.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ1VH,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,0.0,3.0,0.0,0.0,42.0,31249.0,0.0,3.0,3.0,3.0,34.0,0.0,0.0,0.0
2019-07-31,PL1331LAHBJ3PH,HGST HMS5C4040BLE640,4000787030016,1,26.0,101.0,541.0,11.0,223.0,0.0,42.0,21480.0,0.0,10.0,479.0,479.0,35.0,1012.0,168.0,0.0
2019-12-31,PL1331LAHBJ3ZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,109.0,444.0,6.0,0.0,0.0,42.0,25135.0,0.0,6.0,6.0,6.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ6BH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,432.0,5.0,0.0,0.0,42.0,22609.0,0.0,4.0,357.0,357.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ7EH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,535.0,14.0,0.0,0.0,42.0,26718.0,0.0,14.0,395.0,395.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ87H,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,427.0,8.0,0.0,0.0,42.0,25136.0,0.0,8.0,57.0,57.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJ8LH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,537.0,11.0,0.0,0.0,42.0,24504.0,0.0,11.0,374.0,374.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJANH,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,445.0,7.0,0.0,0.0,42.0,32043.0,0.0,7.0,419.0,419.0,20.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJB1H,HGST HMS5C4040BLE640,4000787030016,0,0.0,96.0,439.0,6.0,0.0,0.0,42.0,25138.0,0.0,6.0,398.0,398.0,34.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJDAH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,426.0,8.0,0.0,0.0,41.0,26723.0,0.0,8.0,434.0,434.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJDBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,443.0,5.0,0.0,0.0,42.0,31246.0,0.0,5.0,292.0,292.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJDEH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,441.0,9.0,0.0,0.0,42.0,26723.0,0.0,9.0,412.0,412.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJEKH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,434.0,7.0,0.0,0.0,42.0,26886.0,0.0,7.0,483.0,483.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJGDH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,530.0,10.0,0.0,0.0,42.0,25637.0,0.0,10.0,354.0,354.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJGHH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,0.0,2.0,5.0,0.0,42.0,22607.0,0.0,1.0,369.0,369.0,31.0,7.0,0.0,0.0
2019-12-31,PL1331LAHBJGKH,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,532.0,12.0,0.0,0.0,42.0,24513.0,0.0,11.0,456.0,456.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJHZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,0.0,4.0,0.0,0.0,42.0,31081.0,0.0,4.0,223.0,223.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJJLH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,430.0,5.0,0.0,0.0,42.0,32035.0,0.0,5.0,5.0,5.0,22.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJL2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,537.0,46.0,0.0,0.0,42.0,31241.0,0.0,46.0,409.0,409.0,34.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJPVH,HGST HMS5C4040BLE640,4000787030016,0,0.0,105.0,535.0,6.0,0.0,0.0,42.0,25816.0,0.0,6.0,325.0,325.0,35.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJRYH,HGST HMS5C4040BLE640,4000787030016,0,0.0,107.0,443.0,5.0,0.0,0.0,42.0,32036.0,0.0,5.0,436.0,436.0,23.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJW8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,423.0,7.0,0.0,0.0,42.0,25809.0,0.0,7.0,341.0,341.0,35.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBJYBH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,445.0,8.0,0.0,0.0,42.0,26723.0,0.0,8.0,344.0,344.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK0YH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,443.0,5.0,0.0,0.0,42.0,31247.0,0.0,5.0,304.0,304.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK35H,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,546.0,11.0,0.0,0.0,42.0,26724.0,0.0,11.0,319.0,319.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK44H,HGST HMS5C4040BLE640,4000787030016,0,0.0,96.0,438.0,7.0,0.0,0.0,42.0,25644.0,0.0,7.0,305.0,305.0,38.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK6DH,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,387.0,7.0,0.0,0.0,42.0,25517.0,0.0,7.0,9.0,9.0,27.0,0.0,0.0,0.0
2019-12-30,PL1331LAHBK89H,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,551.0,16.0,0.0,0.0,42.0,22474.0,0.0,15.0,280.0,280.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK8GH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,542.0,25.0,0.0,0.0,42.0,22136.0,0.0,25.0,258.0,258.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK99H,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,536.0,12.0,0.0,0.0,42.0,31080.0,0.0,12.0,226.0,226.0,28.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBK9YH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,0.0,3.0,0.0,0.0,42.0,28106.0,0.0,3.0,3.0,3.0,22.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKA1H,HGST HMS5C4040BLE640,4000787030016,0,0.0,108.0,442.0,5.0,0.0,0.0,42.0,31078.0,0.0,5.0,341.0,341.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKALH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,0.0,3.0,0.0,0.0,42.0,31248.0,0.0,3.0,3.0,3.0,24.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKEAH,HGST HMS5C4040BLE640,4000787030016,0,0.0,107.0,0.0,3.0,0.0,0.0,42.0,22617.0,0.0,2.0,3.0,3.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKK2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,538.0,6.0,0.0,0.0,42.0,25813.0,0.0,6.0,345.0,345.0,40.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKKRH,HGST HMS5C4040BLE640,4000787030016,0,0.0,102.0,444.0,6.0,0.0,0.0,42.0,25134.0,0.0,6.0,6.0,6.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKM4H,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,442.0,6.0,0.0,0.0,42.0,25136.0,0.0,6.0,6.0,6.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKNVH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,534.0,6.0,0.0,0.0,42.0,25928.0,0.0,4.0,298.0,298.0,34.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKNYH,HGST HMS5C4040BLE640,4000787030016,0,0.0,104.0,444.0,6.0,0.0,0.0,42.0,31080.0,0.0,6.0,275.0,275.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKP2H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,445.0,5.0,0.0,0.0,42.0,31079.0,0.0,5.0,316.0,316.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKP8H,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,436.0,6.0,0.0,0.0,42.0,25127.0,0.0,6.0,394.0,394.0,27.0,0.0,0.0,0.0
2019-01-24,PL1331LAHBKU7H,HGST HMS5C4040BLE640,4000787030016,0,0.0,98.0,453.0,7.0,0.0,0.0,42.0,16916.0,0.0,7.0,434.0,434.0,26.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBKVRH,HGST HMS5C4040BLE640,4000787030016,0,0.0,106.0,434.0,6.0,0.0,0.0,42.0,24510.0,0.0,5.0,51.0,51.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL1UH,HGST HMS5C4040BLE640,4000787030016,0,0.0,101.0,538.0,10.0,0.0,0.0,42.0,25135.0,0.0,10.0,320.0,320.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL1WH,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,539.0,10.0,0.0,0.0,42.0,25138.0,0.0,10.0,425.0,425.0,32.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL45H,HGST HMS5C4040BLE640,4000787030016,0,0.0,99.0,500.0,46.0,0.0,0.0,42.0,31235.0,0.0,46.0,397.0,397.0,30.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL49H,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,436.0,7.0,0.0,0.0,42.0,25132.0,0.0,7.0,379.0,379.0,31.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL7NH,HGST HMS5C4040BLE640,4000787030016,0,0.0,103.0,438.0,5.0,0.0,0.0,42.0,32426.0,0.0,5.0,380.0,380.0,29.0,0.0,0.0,0.0
2019-12-31,PL1331LAHBL7ZH,HGST HMS5C4040BLE640,4000787030016,0,0.0,100.0,427.0,7.0,0.0,0.0,43.0,32033.0,0.0,7.0,437.0,437.0,23.0,0.0,0.0,0.0
