date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_196_normalized,smart_197_normalized,smart_199_normalized
2019-12-31,PL1331LAH3DUYH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3DV7H,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3DVBH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3DVDH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3DVHH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3DVLH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E26H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E2VH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,140.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E3GH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,149.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E3MH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,126.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E3RH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,115.0,96.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E40H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E55H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,151.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E5GH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,126.0,100.0,100.0,113.0,98.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E8LH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,141.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E9EH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,147.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E9HH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,128.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3E9XH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,147.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3EA7H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3EBDH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,139.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3EBPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3EEUH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GP0H,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GRMH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,142.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GRRH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GSJH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GSSH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GTTH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3GVEH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PPTH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PTDH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PWBH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PWMH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PX6H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PXLH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PXNH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PXPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PXUH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,162.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PXXH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PY0H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PY3H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PYBH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PYEH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,253.0,100.0,100.0,107.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PYHH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PYYH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAH3PZ5H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4B7TH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,176.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BDPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,147.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BEPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,176.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BGTH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BHNH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,109.0,96.0,100.0,100.0,100.0,176.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BJPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BMZH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,145.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4BT6H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4T5RH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH4TG9H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BA4H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BA8H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BDXH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BEPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BGEH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BGPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6BJPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,162.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6K2AH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,143.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,176.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6K3DH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,126.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6K5HH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,109.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6K6UH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,141.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAH6K73H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBELUH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBEPZH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,143.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBET0H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,144.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBETJH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,144.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBEVEH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG1SH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG45H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,121.0,100.0,100.0,113.0,99.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG61H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG75H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,144.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG77H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG87H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG88H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG8BH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG8DH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG8JH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG98H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG9RH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG9WH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG9XH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBG9YH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA1H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA2H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,142.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA3H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA4H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA5H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA7H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,132.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGA9H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAAH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGADH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAGH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAKH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGALH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAMH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAPH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGARH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAWH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGAXH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGB2H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGB3H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,130.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBDH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,127.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBEH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBJH,HGST HMS5C4040BLE640,4000787030016,0,100.0,131.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBLH,HGST HMS5C4040BLE640,4000787030016,0,100.0,132.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBNH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,121.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBRH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,138.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,250.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBSH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBTH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,109.0,96.0,100.0,100.0,100.0,206.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBUH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBVH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGBZH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,125.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGD1H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,132.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGD2H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,143.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGD3H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,137.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGD4H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGD8H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,124.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGDBH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGDHH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,153.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGDMH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,193.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGDRH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,124.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGDWH,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGE1H,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-30,PL1331LAHBGE4H,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,126.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGE5H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,123.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,253.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGE7H,HGST HMS5C4040BLE640,4000787030016,0,100.0,135.0,100.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGE8H,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,230.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGEAH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,142.0,100.0,100.0,111.0,96.0,100.0,100.0,100.0,222.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGEDH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGELH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,145.0,100.0,100.0,111.0,97.0,100.0,100.0,100.0,240.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGENH,HGST HMS5C4040BLE640,4000787030016,0,100.0,134.0,131.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,214.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGETH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,187.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGEWH,HGST HMS5C4040BLE640,4000787030016,0,100.0,132.0,100.0,100.0,100.0,113.0,97.0,100.0,100.0,100.0,166.0,100.0,100.0,200.0
2019-12-31,PL1331LAHBGEZH,HGST HMS5C4040BLE640,4000787030016,0,100.0,133.0,100.0,100.0,100.0,113.0,96.0,100.0,100.0,100.0,181.0,100.0,100.0,200.0
