date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized,smart_10_normalized,smart_184_normalized,smart_187_normalized,smart_190_normalized,smart_191_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized
2019-12-31,ZA101R30,ST8000NM0055,8001563222016,0,81.0,96.0,100.0,100.0,94.0,74.0,100.0,100.0,100.0,75.0,93.0,84.0,25.0,81.0,100.0,100.0
2019-12-31,ZA101Z92,ST8000NM0055,8001563222016,0,81.0,94.0,100.0,100.0,81.0,79.0,100.0,100.0,100.0,67.0,95.0,89.0,33.0,81.0,100.0,100.0
2019-12-31,ZA102LY0,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,70.0,95.0,87.0,30.0,83.0,100.0,100.0
2019-12-31,ZA102Y91,ST8000NM0055,8001563222016,0,81.0,95.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,73.0,92.0,86.0,27.0,81.0,100.0,100.0
2019-12-31,ZA103K18,ST8000NM0055,8001563222016,0,84.0,86.0,100.0,100.0,89.0,75.0,100.0,100.0,100.0,69.0,97.0,88.0,31.0,1.0,100.0,100.0
2019-12-31,ZA104HHP,ST8000NM0055,8001563222016,0,83.0,88.0,100.0,100.0,90.0,75.0,100.0,100.0,100.0,70.0,94.0,90.0,30.0,1.0,100.0,100.0
2019-12-31,ZA104K0T,ST8000NM0055,8001563222016,0,82.0,86.0,100.0,100.0,89.0,75.0,100.0,100.0,100.0,79.0,94.0,91.0,21.0,1.0,100.0,100.0
2019-12-31,ZA105S49,ST8000NM0055,8001563222016,0,83.0,88.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,66.0,87.0,86.0,34.0,1.0,100.0,100.0
2019-10-13,ZA106RVJ,ST8000NM0055,8001563222016,0,84.0,99.0,100.0,100.0,79.0,100.0,100.0,100.0,100.0,75.0,99.0,100.0,25.0,84.0,100.0,100.0
2019-12-31,ZA1080AY,ST8000NM0055,8001563222016,0,81.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,69.0,95.0,84.0,31.0,81.0,100.0,100.0
2019-12-31,ZA1084SC,ST8000NM0055,8001563222016,0,78.0,99.0,100.0,100.0,81.0,100.0,100.0,100.0,100.0,68.0,99.0,100.0,32.0,78.0,100.0,100.0
2019-12-31,ZA1096HN,ST8000NM0055,8001563222016,0,81.0,98.0,100.0,100.0,90.0,94.0,100.0,100.0,100.0,71.0,97.0,100.0,29.0,81.0,100.0,100.0
2019-12-31,ZA109863,ST8000NM0055,8001563222016,0,72.0,99.0,100.0,100.0,78.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,27.0,72.0,100.0,100.0
2019-12-31,ZA1098EW,ST8000NM0055,8001563222016,0,84.0,90.0,100.0,100.0,91.0,91.0,100.0,100.0,100.0,55.0,96.0,100.0,45.0,84.0,100.0,100.0
2019-12-31,ZA109GLQ,ST8000NM0055,8001563222016,0,70.0,94.0,100.0,100.0,86.0,98.0,100.0,100.0,100.0,73.0,100.0,100.0,27.0,70.0,100.0,100.0
2019-12-31,ZA109ZJW,ST8000NM0055,8001563222016,0,82.0,92.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,69.0,97.0,84.0,31.0,1.0,100.0,100.0
2019-12-31,ZA10AYAH,ST8000NM0055,8001563222016,0,73.0,93.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,67.0,87.0,86.0,33.0,73.0,100.0,100.0
2019-12-31,ZA10B9MW,ST8000NM0055,8001563222016,0,81.0,96.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,59.0,94.0,88.0,41.0,81.0,100.0,100.0
2019-12-31,ZA10CF9E,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,94.0,74.0,100.0,100.0,100.0,66.0,93.0,85.0,34.0,84.0,100.0,100.0
2019-12-31,ZA10CFSG,ST8000NM0055,8001563222016,0,82.0,94.0,100.0,100.0,91.0,77.0,100.0,100.0,100.0,67.0,94.0,86.0,33.0,82.0,100.0,100.0
2019-12-31,ZA10CN1X,ST8000NM0055,8001563222016,0,82.0,94.0,100.0,100.0,91.0,77.0,100.0,100.0,100.0,62.0,42.0,87.0,38.0,82.0,100.0,100.0
2019-12-31,ZA10EDZN,ST8000NM0055,8001563222016,0,82.0,90.0,100.0,100.0,90.0,75.0,100.0,100.0,100.0,69.0,97.0,90.0,31.0,1.0,100.0,100.0
2019-12-31,ZA10EMJW,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,63.0,96.0,85.0,37.0,80.0,100.0,100.0
2019-12-31,ZA10EMYV,ST8000NM0055,8001563222016,0,76.0,89.0,100.0,100.0,92.0,73.0,100.0,100.0,100.0,67.0,96.0,87.0,33.0,76.0,100.0,100.0
2019-12-31,ZA10EP0R,ST8000NM0055,8001563222016,0,75.0,92.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,65.0,94.0,85.0,35.0,75.0,100.0,100.0
2019-12-31,ZA10EPN4,ST8000NM0055,8001563222016,0,78.0,96.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,65.0,94.0,85.0,35.0,78.0,100.0,100.0
2019-12-31,ZA10FAYA,ST8000NM0055,8001563222016,0,69.0,89.0,100.0,100.0,92.0,74.0,100.0,100.0,100.0,73.0,97.0,88.0,27.0,69.0,100.0,100.0
2019-12-31,ZA10GYTA,ST8000NM0055,8001563222016,0,74.0,99.0,100.0,100.0,77.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,31.0,74.0,100.0,100.0
2019-12-31,ZA10J0VP,ST8000NM0055,8001563222016,0,80.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2019-12-31,ZA10J0ZT,ST8000NM0055,8001563222016,0,76.0,92.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,65.0,83.0,85.0,35.0,76.0,100.0,100.0
2019-12-31,ZA10J0ZY,ST8000NM0055,8001563222016,0,77.0,91.0,100.0,100.0,92.0,73.0,100.0,100.0,100.0,68.0,89.0,87.0,32.0,77.0,100.0,100.0
2019-12-31,ZA10J116,ST8000NM0055,8001563222016,0,83.0,98.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,60.0,37.0,86.0,40.0,83.0,100.0,100.0
2019-12-31,ZA10J11N,ST8000NM0055,8001563222016,0,83.0,91.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,69.0,61.0,86.0,31.0,83.0,100.0,100.0
2019-12-31,ZA10J146,ST8000NM0055,8001563222016,0,76.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,92.0,87.0,34.0,76.0,100.0,100.0
2019-12-31,ZA10J14E,ST8000NM0055,8001563222016,0,83.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10J176,ST8000NM0055,8001563222016,0,82.0,91.0,100.0,100.0,93.0,74.0,100.0,100.0,100.0,65.0,17.0,84.0,35.0,82.0,100.0,100.0
2019-12-31,ZA10J1D2,ST8000NM0055,8001563222016,0,77.0,92.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,76.0,63.0,85.0,24.0,77.0,100.0,100.0
2019-12-31,ZA10J1DF,ST8000NM0055,8001563222016,0,77.0,96.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,64.0,89.0,87.0,36.0,77.0,100.0,100.0
2019-12-31,ZA10J1J9,ST8000NM0055,8001563222016,0,83.0,96.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,62.0,29.0,85.0,38.0,83.0,100.0,100.0
2019-12-31,ZA10J1JJ,ST8000NM0055,8001563222016,0,75.0,92.0,100.0,100.0,94.0,73.0,100.0,100.0,100.0,68.0,91.0,88.0,32.0,75.0,100.0,100.0
2019-12-31,ZA10J1K5,ST8000NM0055,8001563222016,0,79.0,89.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,87.0,88.0,34.0,79.0,100.0,100.0
2019-12-31,ZA10J1LS,ST8000NM0055,8001563222016,0,73.0,99.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10J1WM,ST8000NM0055,8001563222016,0,77.0,92.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,71.0,83.0,89.0,29.0,77.0,100.0,100.0
2019-12-31,ZA10J1YG,ST8000NM0055,8001563222016,0,83.0,94.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,64.0,84.0,86.0,36.0,83.0,100.0,100.0
2019-12-31,ZA10J211,ST8000NM0055,8001563222016,0,83.0,91.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,71.0,73.0,86.0,29.0,83.0,100.0,100.0
2019-12-31,ZA10J21N,ST8000NM0055,8001563222016,0,72.0,91.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,72.0,88.0,84.0,28.0,72.0,100.0,100.0
2019-12-31,ZA10J22R,ST8000NM0055,8001563222016,0,83.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10J262,ST8000NM0055,8001563222016,0,84.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA10J26G,ST8000NM0055,8001563222016,0,77.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10J2A0,ST8000NM0055,8001563222016,0,84.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,65.0,100.0,100.0,35.0,1.0,100.0,100.0
2019-12-31,ZA10J2G9,ST8000NM0055,8001563222016,0,80.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,61.0,100.0,100.0,39.0,1.0,100.0,100.0
2019-12-31,ZA10J2GC,ST8000NM0055,8001563222016,0,80.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,53.0,87.0,34.0,80.0,100.0,100.0
2019-12-31,ZA10J2GM,ST8000NM0055,8001563222016,0,82.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10J2HY,ST8000NM0055,8001563222016,0,78.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2019-12-31,ZA10J2KP,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,92.0,72.0,100.0,100.0,100.0,70.0,81.0,87.0,30.0,80.0,100.0,100.0
2019-12-31,ZA10J2LJ,ST8000NM0055,8001563222016,0,81.0,92.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,69.0,79.0,84.0,31.0,81.0,100.0,100.0
2019-12-31,ZA10J2M4,ST8000NM0055,8001563222016,0,84.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA10JCHV,ST8000NM0055,8001563222016,0,80.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA10JCRY,ST8000NM0055,8001563222016,0,68.0,96.0,100.0,100.0,89.0,96.0,100.0,100.0,100.0,61.0,99.0,100.0,39.0,68.0,100.0,100.0
2019-12-31,ZA10JDKD,ST8000NM0055,8001563222016,0,81.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA10JDZ4,ST8000NM0055,8001563222016,0,78.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10JE40,ST8000NM0055,8001563222016,0,83.0,99.0,100.0,100.0,93.0,87.0,100.0,100.0,100.0,78.0,95.0,100.0,22.0,83.0,100.0,100.0
2019-12-31,ZA10JWMA,ST8000NM0055,8001563222016,0,76.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,96.0,84.0,34.0,76.0,100.0,100.0
2019-12-31,ZA10KSYA,ST8000NM0055,8001563222016,0,81.0,96.0,100.0,100.0,93.0,87.0,100.0,100.0,100.0,70.0,86.0,100.0,30.0,81.0,100.0,100.0
2019-12-31,ZA10L5RA,ST8000NM0055,8001563222016,0,84.0,91.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,69.0,94.0,85.0,31.0,84.0,100.0,100.0
2019-12-31,ZA10L5RS,ST8000NM0055,8001563222016,0,83.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10L5RT,ST8000NM0055,8001563222016,0,83.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10L5V9,ST8000NM0055,8001563222016,0,78.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10L5X6,ST8000NM0055,8001563222016,0,76.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2019-12-31,ZA10L5Z3,ST8000NM0055,8001563222016,0,81.0,99.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA10LS4S,ST8000NM0055,8001563222016,0,76.0,99.0,100.0,100.0,81.0,99.0,100.0,100.0,100.0,74.0,99.0,100.0,26.0,76.0,100.0,100.0
2019-12-31,ZA10LS4V,ST8000NM0055,8001563222016,0,82.0,89.0,100.0,100.0,93.0,74.0,100.0,100.0,100.0,64.0,89.0,84.0,36.0,82.0,100.0,100.0
2019-12-31,ZA10LS9Q,ST8000NM0055,8001563222016,0,82.0,93.0,100.0,100.0,92.0,77.0,100.0,100.0,100.0,67.0,94.0,89.0,33.0,82.0,100.0,100.0
2019-12-31,ZA10LSA4,ST8000NM0055,8001563222016,0,82.0,91.0,100.0,100.0,94.0,74.0,100.0,100.0,100.0,71.0,86.0,85.0,29.0,82.0,100.0,100.0
2019-12-31,ZA10LSBW,ST8000NM0055,8001563222016,0,80.0,94.0,100.0,100.0,91.0,77.0,100.0,100.0,100.0,65.0,94.0,86.0,35.0,80.0,100.0,100.0
2019-12-31,ZA10MGG7,ST8000NM0055,8001563222016,0,80.0,91.0,100.0,100.0,92.0,78.0,100.0,100.0,100.0,76.0,92.0,87.0,24.0,80.0,100.0,100.0
2019-12-31,ZA10RCTS,ST8000NM0055,8001563222016,0,84.0,84.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,69.0,94.0,85.0,31.0,1.0,100.0,100.0
2019-12-31,ZA10SV83,ST8000NM0055,8001563222016,0,84.0,84.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,74.0,95.0,84.0,26.0,1.0,100.0,100.0
2019-12-31,ZA10T51M,ST8000NM0055,8001563222016,0,78.0,95.0,100.0,100.0,88.0,96.0,100.0,100.0,100.0,58.0,99.0,100.0,42.0,78.0,100.0,100.0
2019-12-31,ZA10T9DC,ST8000NM0055,8001563222016,0,72.0,99.0,100.0,100.0,82.0,99.0,100.0,100.0,100.0,62.0,98.0,100.0,38.0,72.0,100.0,100.0
2019-12-31,ZA10TECX,ST8000NM0055,8001563222016,0,79.0,90.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,67.0,88.0,84.0,33.0,1.0,100.0,100.0
2019-12-31,ZA10V62Z,ST8000NM0055,8001563222016,0,67.0,89.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,64.0,97.0,85.0,36.0,67.0,100.0,100.0
2019-12-31,ZA10VW8G,ST8000NM0055,8001563222016,0,82.0,85.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,66.0,88.0,85.0,34.0,1.0,100.0,100.0
2019-12-31,ZA10VWAF,ST8000NM0055,8001563222016,0,81.0,84.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,70.0,85.0,85.0,30.0,1.0,100.0,100.0
2019-12-31,ZA10VWDF,ST8000NM0055,8001563222016,0,82.0,84.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,66.0,83.0,86.0,34.0,1.0,100.0,100.0
2019-12-31,ZA10X069,ST8000NM0055,8001563222016,0,78.0,96.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,69.0,96.0,87.0,31.0,1.0,100.0,100.0
2019-12-31,ZA10YP44,ST8000NM0055,8001563222016,0,84.0,96.0,100.0,100.0,90.0,93.0,100.0,100.0,100.0,62.0,99.0,100.0,38.0,84.0,100.0,100.0
2019-12-31,ZA112C8Y,ST8000NM0055,8001563222016,0,83.0,94.0,100.0,100.0,94.0,82.0,100.0,100.0,100.0,51.0,97.0,100.0,49.0,83.0,100.0,100.0
2019-12-31,ZA112E8D,ST8000NM0055,8001563222016,0,84.0,99.0,100.0,100.0,81.0,99.0,100.0,100.0,100.0,66.0,100.0,100.0,34.0,84.0,100.0,100.0
2019-12-31,ZA1142RB,ST8000NM0055,8001563222016,0,83.0,92.0,100.0,100.0,93.0,87.0,100.0,100.0,100.0,66.0,94.0,100.0,34.0,83.0,100.0,100.0
2019-12-31,ZA1153RN,ST8000NM0055,8001563222016,0,75.0,91.0,100.0,100.0,88.0,96.0,100.0,100.0,100.0,78.0,99.0,100.0,22.0,75.0,100.0,100.0
2019-12-31,ZA115TZC,ST8000NM0055,8001563222016,0,68.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,91.0,88.0,34.0,68.0,100.0,100.0
2019-12-31,ZA115VG0,ST8000NM0055,8001563222016,0,83.0,91.0,100.0,100.0,85.0,98.0,100.0,100.0,100.0,75.0,95.0,100.0,25.0,83.0,100.0,100.0
2019-12-31,ZA116DF3,ST8000NM0055,8001563222016,0,83.0,97.0,100.0,100.0,86.0,98.0,100.0,100.0,100.0,67.0,100.0,100.0,33.0,83.0,100.0,100.0
2019-12-31,ZA1171XJ,ST8000NM0055,8001563222016,0,77.0,96.0,100.0,100.0,81.0,100.0,100.0,100.0,100.0,59.0,94.0,100.0,41.0,77.0,100.0,100.0
2019-12-31,ZA117HQA,ST8000NM0055,8001563222016,0,77.0,99.0,100.0,100.0,88.0,96.0,100.0,100.0,100.0,74.0,97.0,100.0,26.0,77.0,100.0,100.0
2019-12-31,ZA117RZK,ST8000NM0055,8001563222016,0,82.0,98.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,68.0,97.0,84.0,32.0,1.0,100.0,100.0
2019-12-31,ZA117Z60,ST8000NM0055,8001563222016,0,84.0,99.0,100.0,100.0,81.0,99.0,100.0,100.0,100.0,78.0,99.0,100.0,22.0,84.0,100.0,100.0
2019-12-31,ZA118VNF,ST8000NM0055,8001563222016,0,82.0,93.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,94.0,85.0,34.0,82.0,100.0,100.0
2019-12-31,ZA11C0J1,ST8000NM0055,8001563222016,0,83.0,91.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,78.0,97.0,85.0,22.0,1.0,100.0,100.0
2019-12-31,ZA11C0LM,ST8000NM0055,8001563222016,0,76.0,96.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,69.0,97.0,85.0,31.0,1.0,100.0,100.0
2019-12-31,ZA11C0LW,ST8000NM0055,8001563222016,0,83.0,92.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,74.0,98.0,83.0,26.0,1.0,100.0,100.0
2019-12-31,ZA11C6YB,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,69.0,91.0,86.0,31.0,80.0,100.0,100.0
2019-12-31,ZA11C70Z,ST8000NM0055,8001563222016,0,83.0,84.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,63.0,96.0,87.0,37.0,1.0,100.0,100.0
2019-12-31,ZA11DE3A,ST8000NM0055,8001563222016,0,78.0,98.0,100.0,100.0,94.0,75.0,100.0,100.0,100.0,62.0,100.0,100.0,38.0,1.0,100.0,100.0
2019-12-31,ZA11EZFJ,ST8000NM0055,8001563222016,0,80.0,93.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,70.0,89.0,84.0,30.0,1.0,100.0,100.0
2019-12-31,ZA11F0P1,ST8000NM0055,8001563222016,0,83.0,95.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,71.0,96.0,86.0,29.0,83.0,100.0,100.0
2019-12-31,ZA11F144,ST8000NM0055,8001563222016,0,83.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,79.0,84.0,34.0,83.0,100.0,100.0
2019-12-31,ZA11FEGR,ST8000NM0055,8001563222016,0,81.0,97.0,100.0,100.0,88.0,96.0,100.0,100.0,100.0,65.0,99.0,100.0,35.0,81.0,100.0,100.0
2019-12-31,ZA11GSLF,ST8000NM0055,8001563222016,0,78.0,98.0,100.0,100.0,90.0,77.0,100.0,100.0,100.0,68.0,90.0,86.0,32.0,78.0,100.0,100.0
2019-12-31,ZA11GV85,ST8000NM0055,8001563222016,0,76.0,86.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,70.0,98.0,88.0,30.0,1.0,100.0,100.0
2019-12-31,ZA11H0FG,ST8000NM0055,8001563222016,0,74.0,89.0,100.0,100.0,93.0,88.0,100.0,100.0,100.0,67.0,96.0,100.0,33.0,74.0,100.0,100.0
2019-12-31,ZA11HG11,ST8000NM0055,8001563222016,0,80.0,99.0,100.0,100.0,82.0,99.0,100.0,100.0,100.0,67.0,99.0,100.0,33.0,80.0,100.0,100.0
2019-12-31,ZA11HLGX,ST8000NM0055,8001563222016,0,81.0,94.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,77.0,95.0,86.0,23.0,81.0,100.0,100.0
2019-12-31,ZA11HPB2,ST8000NM0055,8001563222016,0,75.0,99.0,100.0,100.0,81.0,100.0,100.0,100.0,100.0,78.0,99.0,100.0,22.0,75.0,100.0,100.0
2019-12-31,ZA11HV0M,ST8000NM0055,8001563222016,0,77.0,84.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,68.0,97.0,84.0,32.0,1.0,100.0,100.0
2019-12-31,ZA11HVW5,ST8000NM0055,8001563222016,0,82.0,95.0,100.0,100.0,93.0,72.0,100.0,100.0,100.0,67.0,93.0,84.0,33.0,82.0,100.0,100.0
2019-12-31,ZA11HW76,ST8000NM0055,8001563222016,0,82.0,92.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,74.0,97.0,84.0,26.0,1.0,100.0,100.0
2019-12-31,ZA11J3HS,ST8000NM0055,8001563222016,0,79.0,88.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,64.0,96.0,85.0,36.0,1.0,100.0,100.0
2019-12-31,ZA11JAK0,ST8000NM0055,8001563222016,0,82.0,90.0,100.0,100.0,89.0,94.0,100.0,100.0,100.0,68.0,96.0,100.0,32.0,82.0,100.0,100.0
2019-12-31,ZA11JRGB,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,74.0,97.0,85.0,26.0,1.0,100.0,100.0
2019-12-31,ZA11JRY0,ST8000NM0055,8001563222016,0,83.0,90.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,66.0,96.0,86.0,34.0,1.0,100.0,100.0
2019-12-31,ZA11K24A,ST8000NM0055,8001563222016,0,78.0,95.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,65.0,95.0,87.0,35.0,78.0,100.0,100.0
2019-12-31,ZA11MGNN,ST8000NM0055,8001563222016,0,73.0,89.0,100.0,100.0,93.0,76.0,100.0,100.0,100.0,69.0,92.0,94.0,31.0,73.0,100.0,100.0
2019-12-31,ZA11MK96,ST8000NM0055,8001563222016,0,75.0,88.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,65.0,97.0,84.0,35.0,1.0,100.0,100.0
2019-12-31,ZA11MT75,ST8000NM0055,8001563222016,0,83.0,89.0,100.0,100.0,93.0,76.0,100.0,100.0,100.0,66.0,91.0,95.0,34.0,83.0,100.0,100.0
2019-12-31,ZA11MTT5,ST8000NM0055,8001563222016,0,80.0,89.0,100.0,100.0,91.0,76.0,100.0,100.0,100.0,68.0,92.0,85.0,32.0,80.0,100.0,100.0
2019-12-31,ZA11MXZB,ST8000NM0055,8001563222016,0,80.0,86.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,79.0,96.0,93.0,21.0,1.0,100.0,100.0
2019-12-31,ZA11MZAX,ST8000NM0055,8001563222016,0,81.0,88.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,58.0,96.0,85.0,42.0,1.0,100.0,100.0
2019-12-31,ZA11MZQE,ST8000NM0055,8001563222016,0,83.0,88.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,67.0,91.0,84.0,33.0,1.0,100.0,100.0
2019-12-31,ZA11N874,ST8000NM0055,8001563222016,0,79.0,96.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,73.0,79.0,84.0,27.0,1.0,100.0,100.0
2019-12-31,ZA11NG9S,ST8000NM0055,8001563222016,0,84.0,89.0,100.0,100.0,93.0,73.0,100.0,100.0,100.0,66.0,94.0,87.0,34.0,84.0,100.0,100.0
2019-12-31,ZA11QNZ2,ST8000NM0055,8001563222016,0,80.0,95.0,100.0,100.0,93.0,88.0,100.0,100.0,100.0,77.0,97.0,100.0,23.0,80.0,100.0,100.0
2019-12-31,ZA11R1V7,ST8000NM0055,8001563222016,0,80.0,98.0,100.0,100.0,94.0,84.0,100.0,100.0,100.0,71.0,91.0,100.0,29.0,80.0,100.0,100.0
2019-12-31,ZA11RXCW,ST8000NM0055,8001563222016,0,81.0,86.0,100.0,100.0,93.0,75.0,100.0,100.0,100.0,73.0,96.0,87.0,27.0,1.0,100.0,100.0
2019-12-31,ZA11RY3R,ST8000NM0055,8001563222016,0,76.0,96.0,100.0,100.0,91.0,75.0,100.0,100.0,100.0,74.0,96.0,85.0,26.0,1.0,100.0,100.0
2019-01-28,ZA11SBWJ,ST8000NM0055,8001563222016,1,53.0,96.0,100.0,93.0,96.0,82.0,100.0,100.0,96.0,63.0,98.0,92.0,37.0,83.0,100.0,100.0
2019-12-31,ZA11SY25,ST8000NM0055,8001563222016,0,81.0,95.0,100.0,100.0,90.0,95.0,100.0,100.0,100.0,75.0,99.0,100.0,25.0,81.0,100.0,100.0
2019-12-31,ZA11T8KJ,ST8000NM0055,8001563222016,0,77.0,93.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,73.0,98.0,83.0,27.0,1.0,100.0,100.0
2019-12-31,ZA11TCYD,ST8000NM0055,8001563222016,0,74.0,98.0,100.0,100.0,93.0,87.0,100.0,100.0,100.0,63.0,95.0,100.0,37.0,74.0,100.0,100.0
2019-12-31,ZA11V0K7,ST8000NM0055,8001563222016,0,79.0,92.0,100.0,100.0,94.0,73.0,100.0,100.0,100.0,73.0,96.0,88.0,27.0,79.0,100.0,100.0
2019-12-31,ZA11V4WZ,ST8000NM0055,8001563222016,0,84.0,93.0,100.0,100.0,92.0,75.0,100.0,100.0,100.0,72.0,72.0,84.0,28.0,1.0,100.0,100.0
2019-12-31,ZA11VYXS,ST8000NM0055,8001563222016,0,83.0,95.0,100.0,100.0,92.0,89.0,100.0,100.0,100.0,74.0,97.0,100.0,26.0,83.0,100.0,100.0
