date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_12_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_190_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_195_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw
2019-12-31,ZA139GSM,ST8000NM0055,8001563222016,0,220786664.0,5.0,0.0,1667687790.0,22601.0,5.0,0.0,0.0,0.0,34.0,10869.0,1.0,26589.0,34.0,220786664.0,0.0,0.0,0.0,22589.0,58426322288.0,171514776004.0
2019-12-31,ZA139GSR,ST8000NM0055,8001563222016,0,167768776.0,2.0,0.0,1234286651.0,22271.0,2.0,0.0,0.0,0.0,27.0,5229.0,0.0,30325.0,27.0,167768776.0,0.0,0.0,0.0,22229.0,57096949872.0,155121713170.0
2019-12-31,ZA139GTF,ST8000NM0055,8001563222016,0,632808.0,3.0,0.0,752084351.0,4806.0,3.0,0.0,0.0,0.0,37.0,6593.0,38.0,291.0,37.0,632808.0,0.0,0.0,0.0,4783.0,40910571608.0,62094045360.0
2019-12-31,ZA139GTL,ST8000NM0055,8001563222016,0,199503920.0,5.0,0.0,1529852608.0,22596.0,5.0,0.0,0.0,0.0,31.0,90931.0,1.0,30095.0,31.0,199503920.0,0.0,0.0,0.0,22585.0,59250384488.0,172677225876.0
2019-12-31,ZA139GTM,ST8000NM0055,8001563222016,0,205080160.0,5.0,0.0,1879407265.0,22595.0,5.0,0.0,0.0,0.0,30.0,9295.0,1.0,27691.0,30.0,205080160.0,0.0,0.0,0.0,22584.0,58378782872.0,159613185508.0
2019-12-31,ZA139GTY,ST8000NM0055,8001563222016,0,99005064.0,7.0,0.0,1496923402.0,22599.0,7.0,0.0,0.0,0.0,26.0,5511.0,0.0,34126.0,26.0,99005064.0,0.0,0.0,0.0,22586.0,58368238936.0,162373526430.0
2019-12-31,ZA139LS5,ST8000NM0055,8001563222016,0,106870960.0,1.0,0.0,1554991006.0,22600.0,1.0,0.0,0.0,0.0,36.0,14453.0,0.0,30762.0,36.0,106870960.0,0.0,0.0,0.0,22588.0,59243466488.0,172535780642.0
2019-12-31,ZA139M3L,ST8000NM0055,8001563222016,0,37528560.0,1.0,0.0,1245595801.0,22607.0,1.0,0.0,0.0,0.0,41.0,17996.0,0.0,29225.0,41.0,37528560.0,0.0,0.0,0.0,22595.0,58801451904.0,156787589781.0
2019-12-31,ZA139RVH,ST8000NM0055,8001563222016,0,179673448.0,4.0,0.0,1053924171.0,22271.0,4.0,0.0,0.0,0.0,25.0,13890.0,0.0,27389.0,25.0,179673448.0,0.0,0.0,0.0,22228.0,59117399200.0,149846897218.0
2019-12-31,ZA139RYB,ST8000NM0055,8001563222016,0,37569944.0,2.0,0.0,1554520246.0,22599.0,2.0,0.0,0.0,0.0,38.0,8984.0,1.0,31086.0,38.0,37569944.0,0.0,0.0,0.0,22574.0,58927982856.0,172598491380.0
2019-12-31,ZA139X83,ST8000NM0055,8001563222016,0,205675952.0,4.0,0.0,1600597670.0,22604.0,4.0,0.0,0.0,0.0,38.0,22120.0,0.0,24480.0,38.0,205675952.0,0.0,0.0,0.0,22587.0,59021801856.0,182448492976.0
2019-02-07,ZA13AG2K,ST8000NM0055,8001563222016,1,153331896.0,3.0,40.0,3272313859.0,14756.0,3.0,0.0,0.0,0.0,27.0,25811.0,1.0,17691.0,27.0,153331896.0,0.0,0.0,0.0,14748.0,47405832216.0,99261329610.0
2019-12-31,ZA13ARYZ,ST8000NM0055,8001563222016,0,39996392.0,4.0,0.0,1610900952.0,22596.0,4.0,0.0,0.0,0.0,35.0,10165.0,0.0,30705.0,35.0,39996392.0,0.0,0.0,0.0,22581.0,58972662608.0,189850279649.0
2019-12-31,ZA13BC9Q,ST8000NM0055,8001563222016,0,105785160.0,6.0,0.0,1201529765.0,22606.0,6.0,0.0,0.0,0.0,28.0,8028.0,1.0,32251.0,28.0,105785160.0,0.0,0.0,0.0,22588.0,59502642880.0,169476722710.0
2019-12-31,ZA13BH73,ST8000NM0055,8001563222016,0,100204584.0,6.0,0.0,1357630623.0,22276.0,6.0,0.0,0.0,1.0,29.0,79684.0,0.0,29700.0,29.0,100204584.0,0.0,0.0,0.0,22234.0,56908111752.0,198687027468.0
2019-12-31,ZA13BQSS,ST8000NM0055,8001563222016,0,62335024.0,1.0,0.0,1741195333.0,22604.0,1.0,0.0,0.0,0.0,40.0,10707.0,0.0,30187.0,40.0,62335024.0,0.0,0.0,0.0,22592.0,59045277120.0,150711066770.0
2019-12-31,ZA13BSD5,ST8000NM0055,8001563222016,0,123594080.0,6.0,0.0,1955650662.0,7083.0,6.0,0.0,0.0,0.0,47.0,6627.0,0.0,11370.0,47.0,123594080.0,0.0,0.0,0.0,7045.0,26630446640.0,81798736632.0
2019-12-31,ZA13BV0E,ST8000NM0055,8001563222016,0,91339640.0,6.0,0.0,1740711868.0,22609.0,6.0,0.0,0.0,0.0,39.0,6372.0,1.0,28240.0,39.0,91339640.0,0.0,0.0,0.0,22596.0,58682740536.0,153171619608.0
2019-12-31,ZA13C5DS,ST8000NM0055,8001563222016,0,233504016.0,7.0,0.0,136963054.0,14875.0,7.0,0.0,0.0,0.0,28.0,12681.0,8.0,21468.0,28.0,233504016.0,0.0,0.0,0.0,14862.0,39687619032.0,126409423672.0
2019-12-31,ZA13CC1C,ST8000NM0055,8001563222016,0,41539040.0,5.0,0.0,1927877887.0,24365.0,5.0,0.0,0.0,0.0,38.0,11683.0,11.0,29258.0,38.0,41539040.0,0.0,0.0,0.0,24341.0,61949980760.0,179016644411.0
2019-12-31,ZA13CH25,ST8000NM0055,8001563222016,0,21934048.0,3.0,0.0,1583868951.0,22606.0,3.0,0.0,0.0,0.0,27.0,17456.0,0.0,34607.0,27.0,21934048.0,0.0,0.0,0.0,22587.0,58977075968.0,155327744702.0
2019-12-31,ZA13CHTK,ST8000NM0055,8001563222016,0,218786608.0,3.0,0.0,1440626289.0,22608.0,3.0,0.0,0.0,0.0,27.0,8102.0,0.0,31455.0,27.0,218786608.0,0.0,0.0,0.0,22589.0,59701184952.0,171829653040.0
